제품코드,수량,송장 번호
C105,4,a419032710001
C108,2,a419032710001
D109,1,a419040510003
D107,3,a419040510003
A107,3,a419040510003
A103,5,a419040510003
C102,4,a419040710003
E104,1,a419040710003
C107,2,a419040710003
B103,1,a419040710003
B104,3,a419040810003
A104,5,a419040810003
A107,4,a419040810003
A105,2,a419040810003
E103,3,a419040910003
D103,6,a419040910003
D108,4,a419040910003
D104,2,a419040910003
B107,3,a419041310003
D108,3,a419041310003
E103,4,a419041310003
A110,3,a419041310003
E101,5,a419041410003
C103,4,a419041410003
E104,2,a419041410003
D103,5,a419041410003
C101,2,a419041610003
B105,3,a419041610003
C104,3,a419041610003
D102,1,a419041610003
C107,3,a419041710003
D107,1,a419041710003
E104,7,a419041710003
A104,2,a419041710003
A107,1,a419042110003
D105,4,a419042110003
A109,3,a419042110003
C107,2,a419042110003
A110,4,b117010210001
E102,3,b117010210001
E104,6,b117010210001
A105,7,b117010210001
C101,5,b117010610001
D106,3,b117010610001
C108,6,b117010610001
B105,3,b117010610001
B107,2,b117010710001
E102,2,b117010710001
A106,3,b117010710001
A103,3,b117010710001
D105,1,b117010910001
E105,3,b117010910001
E102,1,b117010910001
C104,7,b117010910001
A107,2,b117011610001
D105,5,b117011610001
E105,2,b117011610001
A104,1,b117011610001
B103,4,b117020510003
C102,4,b117020510003
E105,2,b117020510003
A104,1,b117020510003
A109,2,b117021410002
A101,2,b117021410002
D103,3,b117021410002
D101,4,b117021410002
B107,2,b117021810002
E102,2,b117021810002
E101,1,b117021810002
A103,2,b117021810002
C102,3,b117022110002
A105,1,b117022110002
A106,4,b117022110002
C106,2,b117022110002
C107,4,b117022510002
E103,6,b117022510002
C105,3,b117022510002
C108,5,b117022510002
D109,2,b117022710002
D107,5,b117022710002
A107,7,b117022710002
A103,5,b117022710002
C102,4,b117022810002
E104,2,b117022810002
C107,3,b117022810002
B103,4,b117022810002
B104,5,b117040210002
A104,2,b117040210002
A107,7,b117040210002
A105,5,b117040210002
E103,4,b117040510002
D103,3,b117040510002
D108,7,b117040510002
D104,4,b117040510002
A105,5,b117040710002
A102,3,b117040710002
A103,2,b117040710002
B106,5,b117040710002
C104,5,b117041310002
B101,2,b117041310002
A105,8,b117041310002
C102,2,b117041310002
B105,3,b117042210002
A108,4,b117042210002
A110,3,b117042210002
D108,3,b117042210002
A108,7,b117050710003
E102,3,b117050710003
B105,2,b117050710003
A105,1,b117050710003
E102,1,b117051210003
B104,3,b117051210003
A110,3,b117051210003
C103,2,b117051210003
B107,4,b117051410003
D108,4,b117051410003
E103,4,b117051410003
A110,3,b117051410003
E101,2,b117051910003
C103,4,b117051910003
E104,5,b117051910003
D103,7,b117051910003
C101,6,b117052010003
B105,3,b117052010003
C104,2,b117052010003
D102,3,b117052010003
C107,7,b117052210003
D107,1,b117052210003
E104,3,b117052210003
A104,2,b117052210003
A107,2,b117060810003
D105,4,b117060810003
A109,7,b117060810003
C107,5,b117060810003
A110,4,b117061210001
E102,3,b117061210001
E104,9,b117061210001
A105,2,b117061210001
C101,3,b117061210003
D106,1,b117061210003
C108,4,b117061210003
B105,2,b117061210003
B107,1,b117061510003
E102,3,b117061510003
A106,3,b117061510003
A103,5,b117061510003
D105,4,b117061710001
E105,1,b117061710001
E102,2,b117061710001
C104,1,b117061710001
A107,3,b117062410001
D105,5,b117062410001
E105,4,b117062410001
A104,2,b117062410001
B103,3,b117062710002
C102,6,b117062710002
E105,4,b117062710002
A104,2,b117062710002
A109,3,b117080910001
A101,3,b117080910001
D103,4,b117080910001
D101,3,b117080910001
B107,5,b117081210001
E102,4,b117081210001
E101,2,b117081210001
A103,5,b117081210001
C102,2,b117081710001
A105,3,b117081710001
A106,3,b117081710001
C106,1,b117081710001
C107,3,b117082010001
E103,1,b117082010001
C105,7,b117082010001
C108,2,b117082010001
D109,1,b117090310002
D107,4,b117090310002
A107,3,b117090310002
A103,2,b117090310002
C102,4,b117090810002
E104,3,b117090810002
C107,6,b117090810002
B103,7,b117090810002
B104,5,b117091110002
A104,3,b117091110002
A107,6,b117091110002
A105,3,b117091110002
E103,2,b117091310002
D103,2,b117091310002
D108,3,b117091310002
D104,3,b117091310002
B107,1,b117091610002
D108,3,b117091610002
E103,1,b117091610002
A110,7,b117091610002
E101,2,b117091710002
C103,5,b117091710002
E104,2,b117091710002
D103,1,b117091710002
C101,4,b117100410002
B105,4,b117100410002
C104,2,b117100410002
D102,1,b117100410002
C107,2,b117100610002
D107,2,b117100610002
E104,3,b117100610002
A104,4,b117100610002
A107,2,b117100710002
D105,2,b117100710002
A109,1,b117100710002
C107,2,b117100710002
A110,3,b117102310002
E102,1,b117102310002
E104,4,b117102310002
A105,2,b117102310002
C101,4,b117102410003
D106,6,b117102410003
C108,3,b117102410003
B105,5,b117102410003
B107,2,b117102610002
E102,5,b117102610002
A106,7,b117102610002
A103,5,b117102610002
D105,4,b117103110002
E105,2,b117103110002
E102,3,b117103110002
C104,4,b117103110002
A107,5,b117103110003
D105,2,b117103110003
E105,7,b117103110003
A104,5,b117103110003
B103,4,b117110210001
C102,3,b117110210001
E105,7,b117110210001
A104,4,b117110210001
A109,5,b117110310001
A101,3,b117110310001
D103,2,b117110310001
D101,5,b117110310001
B107,5,b117111810003
E102,2,b117111810003
E101,8,b117111810003
A103,2,b117111810003
C102,3,b117112310003
A105,4,b117112310003
A106,3,b117112310003
C106,3,b117112310003
C107,7,b117112610003
E103,3,b117112610003
C105,2,b117112610003
C108,1,b117112610003
D109,1,b117112810003
D107,3,b117112810003
A107,3,b117112810003
A103,2,b117112810003
C102,4,b118011310001
E104,4,b118011310001
C107,4,b118011310001
B103,3,b118011310001
B104,2,b118011510001
A104,4,b118011510001
A107,5,b118011510001
A105,7,b118011510001
E103,6,b118012110001
D103,3,b118012110001
D108,2,b118012110001
D104,3,b118012110001
A105,7,b118012410001
A102,1,b118012410001
A103,3,b118012410001
B106,2,b118012410001
C104,2,b118020210002
B101,4,b118020210002
A105,7,b118020210002
C102,5,b118020210002
B105,4,b118020510002
A108,3,b118020510002
A110,9,b118020510002
D108,2,b118020510002
A108,3,b118020610002
E102,1,b118020610002
B105,4,b118020610002
A105,2,b118020610002
E102,1,b118020710002
B104,3,b118020710002
A110,3,b118020710002
C103,5,b118020710002
B107,4,b118020710003
D108,1,b118020710003
E103,2,b118020710003
A110,1,b118020710003
E101,3,b118020910001
C103,5,b118020910001
E104,4,b118020910001
D103,2,b118020910001
C101,3,b118021110001
B105,6,b118021110001
C104,4,b118021110001
D102,2,b118021110001
C107,3,b118021110002
D107,3,b118021110002
E104,4,b118021110002
A104,3,b118021110002
A107,5,b118021310003
D105,4,b118021310003
A109,2,b118021310003
C107,5,b118021310003
A110,2,b118021710001
E102,3,b118021710001
E104,3,b118021710001
A105,1,b118021710001
C101,5,b118022810001
D106,2,b118022810001
C108,1,b118022810001
B105,4,b118022810001
B107,4,b118040110001
E102,2,b118040110001
A106,1,b118040110001
A103,2,b118040110001
D105,2,b118040610001
E105,3,b118040610001
E102,4,b118040610001
C104,2,b118040610001
A107,2,b118040910001
D105,1,b118040910001
E105,2,b118040910001
A104,3,b118040910001
B103,1,b118041110001
C102,4,b118041110001
E105,2,b118041110001
A104,4,b118041110001
A109,6,b118041410001
A101,3,b118041410001
D103,5,b118041410001
D101,2,b118041410001
B107,5,b118042910003
E102,7,b118042910003
E101,5,b118042910003
A103,4,b118042910003
C102,2,b118050110001
A105,3,b118050110001
A106,4,b118050110001
C106,5,b118050110001
C107,2,b118050110003
E103,7,b118050110003
C105,5,b118050110003
C108,4,b118050110003
D109,3,b118050210003
D107,7,b118050210003
A107,4,b118050210003
A103,5,b118050210003
C102,3,b118050310003
E104,2,b118050310003
C107,5,b118050310003
B103,5,b118050310003
B104,2,b118050410001
A104,8,b118050410001
A107,2,b118050410001
A105,3,b118050410001
E103,4,b118050510001
D103,3,b118050510001
D108,3,b118050510001
D104,7,b118050510001
B107,3,b118050610001
D108,2,b118050610001
E103,1,b118050610001
A110,1,b118050610001
E101,3,b118051810001
C103,3,b118051810001
E104,2,b118051810001
D103,4,b118051810001
C101,4,b118052110001
B105,4,b118052110001
C104,3,b118052110001
D102,2,b118052110001
C107,4,b118052410002
D107,5,b118052410002
E104,7,b118052410002
A104,6,b118052410002
A107,3,b118052610001
D105,2,b118052610001
A109,3,b118052610001
C107,7,b118052610001
A110,1,b118052710002
E102,3,b118052710002
E104,2,b118052710002
A105,2,b118052710002
C101,4,b118052910001
D106,7,b118052910001
C108,5,b118052910001
B105,4,b118052910001
B107,3,b118052910002
E102,9,b118052910002
A106,2,b118052910002
A103,3,b118052910002
D105,1,b118061710002
E105,4,b118061710002
E102,2,b118061710002
C104,1,b118061710002
A107,3,b118062010002
D105,3,b118062010002
E105,5,b118062010002
A104,4,b118062010002
B103,1,b118062210002
C102,2,b118062210002
E105,1,b118062210002
A104,3,b118062210002
A109,5,b118062510002
A101,4,b118062510002
D103,2,b118062510002
D101,3,b118062510002
B107,6,b118062610002
E102,4,b118062610002
E101,2,b118062610002
A103,3,b118062610002
C102,3,b118062710002
A105,4,b118062710002
A106,3,b118062710002
C106,5,b118062710002
C107,4,b118071210003
E103,2,b118071210003
C105,5,b118071210003
C108,2,b118071210003
D109,3,b118071410003
D107,3,b118071410003
A107,1,b118071410003
A103,3,b118071410003
C102,1,b118071710003
E104,7,b118071710003
C107,2,b118071710003
B103,1,b118071710003
B104,4,b118071810003
A104,3,b118071810003
A107,2,b118071810003
A105,4,b118071810003
E103,3,b118071910003
D103,6,b118071910003
D108,7,b118071910003
D104,5,b118071910003
A105,3,b118072310003
A102,6,b118072310003
A103,3,b118072310003
B106,2,b118072310003
C104,2,b118080510003
B101,3,b118080510003
A105,3,b118080510003
C102,1,b118080510003
B105,3,b118080610003
A108,1,b118080610003
A110,7,b118080610003
D108,2,b118080610003
A108,1,b118081110003
E102,4,b118081110003
B105,3,b118081110003
A105,2,b118081110003
E102,4,b118081410003
B104,3,b118081410003
A110,6,b118081410003
C103,7,b118081410003
B107,2,b118082510003
D108,3,b118082510003
E103,3,b118082510003
A110,1,b118082510003
E101,3,b118083010003
C103,1,b118083010003
E104,7,b118083010003
D103,2,b118083010003
C101,1,b118090210001
B105,4,b118090210001
C104,3,b118090210001
D102,2,b118090210001
C107,4,b118090210002
D107,3,b118090210002
E104,6,b118090210002
A104,7,b118090210002
A107,5,b118090310002
D105,2,b118090310002
A109,1,b118090310002
C107,4,b118090310002
A110,4,b118090410001
E102,2,b118090410001
E104,1,b118090410001
A105,2,b118090410001
C101,2,b118090710001
D106,3,b118090710001
C108,4,b118090710001
B105,2,b118090710001
B107,2,b118090710002
E102,1,b118090710002
A106,2,b118090710002
A103,3,b118090710002
D105,1,b118090810001
E105,4,b118090810001
E102,2,b118090810001
C104,4,b118090810001
A107,6,b118093010001
D105,3,b118093010001
E105,5,b118093010001
A104,2,b118093010001
B103,5,b118100310002
C102,7,b118100310002
E105,5,b118100310002
A104,4,b118100310002
A109,2,b118102410001
A101,3,b118102410001
D103,4,b118102410001
D101,5,b118102410001
B107,2,b118103010001
E102,7,b118103010001
E101,5,b118103010001
A103,4,b118103010001
C102,3,b118110110003
A105,7,b118110110003
A106,4,b118110110003
C106,5,b118110110003
C107,3,b118112610002
E103,2,b118112610002
C105,5,b118112610002
C108,5,b118112610002
D109,2,b118112710002
D107,8,b118112710002
A107,2,b118112710002
A103,3,b118112710002
C102,4,b118120810003
E104,3,b118120810003
C107,3,b118120810003
B103,7,b118120810003
B104,3,b118121110003
A104,2,b118121110003
A107,1,b118121110003
A105,1,b118121110003
E103,3,b118121210003
D103,3,b118121210003
D108,2,b118121210003
D104,4,b118121210003
B107,4,b118121310003
D108,4,b118121310003
E103,3,b118121310003
A110,2,b118121310003
E101,4,b118121710003
C103,5,b118121710003
E104,7,b118121710003
D103,6,b118121710003
C101,3,b118122110002
B105,2,b118122110002
C104,3,b118122110002
D102,7,b118122110002
C107,1,b118122110003
D107,3,b118122110003
E104,2,b118122110003
A104,2,b118122110003
A107,4,b118122210002
D105,7,b118122210002
A109,5,b118122210002
C107,4,b118122210002
A110,3,b118122310002
E102,9,b118122310002
E104,2,b118122310002
A105,3,b118122310002
C101,1,b118122710002
D106,4,b118122710002
C108,2,b118122710002
B105,1,b118122710002
B107,3,b119011210001
E102,3,b119011210001
A106,5,b119011210001
A103,4,b119011210001
D105,1,b119011510001
E105,2,b119011510001
E102,1,b119011510001
C104,3,b119011510001
A107,5,b119011710001
D105,4,b119011710001
E105,2,b119011710001
A104,3,b119011710001
B103,6,b119012010001
C102,4,b119012010001
E105,2,b119012010001
A104,3,b119012010001
A109,3,b119012110001
A101,4,b119012110001
D103,3,b119012110001
D101,5,b119012110001
B107,4,b119020910002
E102,2,b119020910002
E101,5,b119020910002
A103,2,b119020910002
C102,3,b119021210002
A105,3,b119021210002
A106,1,b119021210002
C106,3,b119021210002
C107,1,b119021410002
E103,7,b119021410002
C105,2,b119021410002
C108,1,b119021410002
D109,4,b119021710002
D107,3,b119021710002
A107,2,b119021710002
A103,4,b119021710002
C102,3,b119021810002
E104,6,b119021810002
C107,7,b119021810002
B103,5,b119021810002
B104,3,b119021910002
A104,6,b119021910002
A107,3,b119021910002
A105,2,b119021910002
E103,2,b119030210003
D103,3,b119030210003
D108,3,b119030210003
D104,1,b119030210003
A105,3,b119030510003
A102,1,b119030510003
A103,7,b119030510003
B106,2,b119030510003
C104,5,b119030610003
B101,2,b119030610003
A105,1,b119030610003
C102,4,b119030610003
B105,4,b119030710003
A108,2,b119030710003
A110,1,b119030710003
D108,2,b119030710003
A108,2,b119030910002
E102,3,b119030910002
B105,4,b119030910002
A105,2,b119030910002
E102,2,b119031210002
B104,1,b119031210002
A110,2,b119031210002
C103,3,b119031210002
B107,1,b119031410002
D108,4,b119031410002
E103,2,b119031410002
A110,4,b119031410002
E101,6,b119032810002
C103,3,b119032810002
E104,5,b119032810002
D103,2,b119032810002
C101,5,b119033010003
B105,7,b119033010003
C104,5,b119033010003
D102,4,b119033010003
C107,2,b119033110002
D107,3,b119033110002
E104,4,b119033110002
A104,5,b119033110002
A107,2,b119033110003
D105,7,b119033110003
A109,5,b119033110003
C107,4,b119033110003
A110,3,b119040410001
E102,7,b119040410001
E104,4,b119040410001
A105,5,b119040410001
C101,3,b119041010001
D106,2,b119041010001
C108,5,b119041010001
B105,5,b119041010001
B107,2,b119041110001
E102,8,b119041110001
A106,2,b119041110001
A103,3,b119041110001
D105,4,b119042310003
E105,3,b119042310003
E102,3,b119042310003
C104,7,b119042310003
A107,3,b119042510003
D105,2,b119042510003
E105,1,b119042510003
A104,1,b119042510003
B103,3,b119042810003
C102,3,b119042810003
E105,2,b119042810003
A104,4,b119042810003
A109,4,b119042910003
A101,4,b119042910003
D103,3,b119042910003
D101,2,b119042910003
B107,4,b119043010003
E102,5,b119043010003
E101,7,b119043010003
A103,6,b119043010003
C102,3,b119050410001
A105,2,b119050410001
A106,3,b119050410001
C106,7,b119050410001
C107,1,b217010310002
E103,3,b217010310002
C105,2,b217010310002
C108,2,b217010310002
D109,4,b217011510002
D107,7,b217011510002
A107,5,b217011510002
A103,4,b217011510002
C102,3,b217011710002
E104,9,b217011710002
C107,2,b217011710002
B103,3,b217011710002
B104,1,b217011910002
A104,4,b217011910002
A107,2,b217011910002
A105,1,b217011910002
E103,3,b217012410001
D103,3,b217012410001
D108,5,b217012410001
D104,4,b217012410001
B107,1,b217012610001
D108,2,b217012610001
E103,1,b217012610001
A110,3,b217012610001
E101,5,b217012610002
C103,4,b217012610002
E104,2,b217012610002
D103,3,b217012610002
C101,6,b217021210003
B105,4,b217021210003
C104,2,b217021210003
D102,3,b217021210003
C107,3,b217021310003
D107,4,b217021310003
E104,3,b217021310003
A104,5,b217021310003
A107,4,b217021810003
D105,2,b217021810003
A109,5,b217021810003
C107,2,b217021810003
A110,3,b217022810003
E102,3,b217022810003
E104,1,b217022810003
A105,3,b217022810003
C101,1,b217030210001
D106,7,b217030210001
C108,2,b217030210001
B105,1,b217030210001
B107,4,b217030310001
E102,3,b217030310001
A106,2,b217030310001
A103,4,b217030310001
D105,3,b217031010001
E105,6,b217031010001
E102,7,b217031010001
C104,5,b217031010001
A107,3,b217040110003
D105,6,b217040110003
E105,3,b217040110003
A104,2,b217040110003
B103,2,b217040510003
C102,3,b217040510003
E105,3,b217040510003
A104,1,b217040510003
A109,3,b217041810003
A101,1,b217041810003
D103,7,b217041810003
D101,2,b217041810003
B107,5,b217042110003
E102,2,b217042110003
E101,1,b217042110003
A103,4,b217042110003
C102,4,b217042210003
A105,2,b217042210003
A106,1,b217042210003
C106,2,b217042210003
C107,2,b217042610002
E103,3,b217042610002
C105,4,b217042610002
C108,2,b217042610002
D109,2,b217042910003
D107,1,b217042910003
A107,2,b217042910003
A103,3,b217042910003
C102,1,b217052810003
E104,4,b217052810003
C107,2,b217052810003
B103,4,b217052810003
B104,6,b217060210001
A104,3,b217060210001
A107,5,b217060210001
A105,2,b217060210001
E103,5,b217060710002
D103,7,b217060710002
D108,5,b217060710002
D104,4,b217060710002
A105,2,b217061110002
A102,3,b217061110002
A103,4,b217061110002
B106,5,b217061110002
C104,2,b217061310002
B101,7,b217061310002
A105,5,b217061310002
C102,4,b217061310002
B105,3,b217061810002
A108,7,b217061810002
A110,4,b217061810002
D108,5,b217061810002
A108,3,b217062010002
E102,2,b217062010002
B105,5,b217062010002
A105,5,b217062010002
E102,2,b217062010003
B104,8,b217062010003
A110,2,b217062010003
C103,3,b217062010003
B107,4,b217062110002
D108,3,b217062110002
E103,3,b217062110002
A110,7,b217062110002
E101,3,b217062110003
C103,2,b217062110003
E104,1,b217062110003
D103,1,b217062110003
C101,3,b217062210003
B105,3,b217062210003
C104,2,b217062210003
D102,4,b217062210003
C107,4,b217062910001
D107,4,b217062910001
E104,3,b217062910001
A104,2,b217062910001
A107,4,b217062910003
D105,5,b217062910003
A109,7,b217062910003
C107,6,b217062910003
A110,3,b217070110001
E102,2,b217070110001
E104,3,b217070110001
A105,7,b217070110001
C101,1,b217071110001
D106,3,b217071110001
C108,2,b217071110001
B105,2,b217071110001
B107,4,b217071410001
E102,7,b217071410001
A106,5,b217071410001
A103,4,b217071410001
D105,3,b217072510001
E105,9,b217072510001
E102,2,b217072510001
C104,3,b217072510001
A107,1,b217080210002
D105,4,b217080210002
E105,2,b217080210002
A104,1,b217080210002
B103,3,b217080310002
C102,3,b217080310002
E105,5,b217080310002
A104,4,b217080310002
A109,1,b217080410002
A101,2,b217080410002
D103,1,b217080410002
D101,3,b217080410002
B107,5,b217080810002
E102,4,b217080810002
E101,2,b217080810002
A103,3,b217080810002
C102,6,b217082510001
A105,4,b217082510001
A106,2,b217082510001
C106,3,b217082510001
C107,3,b217082810001
E103,4,b217082810001
C105,3,b217082810001
C108,5,b217082810001
D109,4,b217083010001
D107,2,b217083010001
A107,5,b217083010001
A103,2,b217083010001
C102,3,b217090210003
E104,3,b217090210003
C107,1,b217090210003
B103,5,b217090210003
B104,2,b217090910003
A104,1,b217090910003
